altura,ano,cambio,car_price,carroceria,combustivel,comprimento,consumo,cor,direcao,entre_eixos,km_andado,largura,marca_carro,motorizacao,nome_carro,ocupantes,peso,porta_malas,tanque,url,velocidade_maxima
1521.0,2017/2018,Manual,44900.0,Hatch,Flex,3944.0,14.8,Vermelho,Suspensão,2460.0,109.915,1708.0,Citroën,1.2,Citroën C3,5.0,1078.0,300.0,55.0,https://www.mobiauto.com.br/comprar/carros/rn-parnamirim/citroen/c3/2018/attraction-1-2-12v-flex/detalhes/11473665?page=detail&sort=0,
1542.0,2021/2022,Manual,62990.0,Hatch,Flex,3566.0,12.6,Branco,Suspensão,2305.0,19.768,1685.0,Fiat,1.0,Fiat Mobi,5.0,940.0,215.0,47.0,https://www.mobiauto.com.br/comprar/carros/rn-natal/fiat/mobi/2022/trekking-1-0-flex/detalhes/11471332?page=detail&sort=0,161.0
1470.0,2018/2019,Automática,66990.0,Sedan,Flex,4230.0,,Branco,Hidráulica,2500.0,90.614,1680.0,Hyundai,1.6,Hyundai HB20S,5.0,1086.0,450.0,50.0,https://www.mobiauto.com.br/comprar/carros/rn-natal/hyundai/hb20s/2019/1-6-comfort-style-aut-flex/detalhes/10751495?page=detail&sort=0,187.0
1695.0,2017/2018,Manual,72900.0,Picapes,Flex,4693.0,11.1,Branco,Suspensão,2829.0,73.5,1821.0,Renault,1.6,Renault Duster Oroch,5.0,1292.0,,50.0,https://www.mobiauto.com.br/comprar/carros/rn-parnamirim/renault/duster-oroch/2018/1-6-16v-sce-express-flex/detalhes/11477703?page=detail&sort=0,161.0
1552.0,2017/2017,Manual,54990.0,Hatch,Flex,3868.0,10.8,Prata,Suspensão,2467.0,44.437,1660.0,Volkswagen,1.6,Volkswagen Fox,5.0,1105.0,270.0,50.0,https://www.mobiauto.com.br/comprar/carros/rn-natal/volkswagen/fox/2017/1-6-16v-msi-highline-flex/detalhes/11333908?page=detail&sort=0,183.0
1470.0,2014/2015,Automática,54990.0,Sedan,Flex,4230.0,11.5,Branco,Suspensão,2500.0,83.125,1680.0,Hyundai,1.6,Hyundai HB20S,5.0,1084.0,450.0,50.0,https://www.mobiauto.com.br/comprar/carros/rn-natal/hyundai/hb20s/2015/1-6-premium-aut-flex/detalhes/11556666?page=detail&sort=0,174.0
1650.0,2019/2019,Automática,119990.0,SUV,Diesel,4416.0,,Cinza,Suspensão,2636.0,102.277,1819.0,Jeep,2.0,Jeep Compass,5.0,1703.0,410.0,60.0,https://www.mobiauto.com.br/comprar/carros/rn-natal/jeep/compass/2019/2-0-tdi-longitude-4wd-aut/detalhes/11554982?page=detail&sort=0,
1460.0,2023/2024,Automática,289900.0,Sedan,Flex,4800.0,,Azul,Elétrica,2920.0,40.0,1875.0,BYD,,BYD Seal,5.0,2150.0,400.0,,https://www.mobiauto.com.br/comprar/carros/rn-parnamirim/byd/seal/2024/ev/detalhes/11456581?page=detail&sort=0,
1848.0,2015/2015,Automática,137900.0,Picapes,Diesel,5351.0,,Vermelho,Suspensão,3220.0,107.0,1815.0,Ford,3.2,Ford Ranger Cabine Dupla,5.0,2151.0,,80.0,https://www.mobiauto.com.br/comprar/carros/rn-natal/ford/ranger-cabine-dupla/2015/ranger-3-2-td-4x4-cd-xlt/detalhes/5839137?page=detail&sort=0,
1475.0,2022/2023,Manual,62990.0,Hatch,Flex,3892.0,13.3,Cinza,Hidráulica,2467.0,13.841,1893.0,Volkswagen,1.0,Volkswagen Gol,5.0,901.0,285.0,55.0,https://www.mobiauto.com.br/comprar/carros/rn-natal/volkswagen/gol/2023/1-0-12v-flex/detalhes/11632212?page=detail&sort=0,162.0
,2018/2019,Manual,51990.0,Hatch,Flex,,,Prata,Suspensão,,115.185,,Fiat,1.3,Fiat Uno,,,,,https://www.mobiauto.com.br/comprar/carros/rn-natal/fiat/uno/2019/way-1-3-firefly-flex/detalhes/9237237?page=detail&sort=0,
