altura,ano,cambio,car_price,carroceria,combustivel,comprimento,consumo,cor,direcao,entre_eixos,km_andado,largura,marca_carro,motorizacao,nome_carro,ocupantes,peso,porta_malas,tanque,url,velocidade_maxima
1525.0,2015/2015,Manual,43000.0,Hatch,Flex,3886.0,,Preto,Suspensão,2491.0,118.0,1695.0,Ford,1.0,Ford Ka,5.0,1007.0,257.0,52.0,https://www.mobiauto.com.br/comprar/carros/se-aracaju/ford/ka/2015/se-1-0-flex/detalhes/10877087?page=detail&sort=0,13.0
1695.0,2016/2016,Manual,64900.0,Picapes,Flex,4693.0,9.2,Branco,Suspensão,2829.0,130.0,1821.0,Renault,2.0,Renault Duster Oroch,5.0,1346.0,,50.0,https://www.mobiauto.com.br/comprar/carros/se-aracaju/renault/duster-oroch/2016/2-0-16v-dynamique-flex/detalhes/11369978?page=detail&sort=0,178.0
1475.0,2017/2017,CVT,83900.0,Sedan,Flex,4620.0,11.4,Prata,Suspensão,2700.0,77.152,1775.0,Toyota,1.8,Toyota Corolla,5.0,1280.0,470.0,60.0,https://www.mobiauto.com.br/comprar/carros/se-aracaju/toyota/corolla/2017/1-8-dual-vvt-gli-multi-drive-flex/detalhes/11399541?page=detail&sort=0,
1590.0,2020/2020,Manual,83500.0,SUV,Flex,4295.0,11.1,Preto,Suspensão,2610.0,99.985,1760.0,Nissan,1.6,Nissan Kicks,5.0,1109.0,432.0,41.0,https://www.mobiauto.com.br/comprar/carros/se-aracaju/nissan/kicks/2020/1-6-s-flex/detalhes/10776023?page=detail&sort=0,
1451.0,2009/2009,Manual,25500.0,Hatch,Flex,3899.0,,Verde,Suspensão,2465.0,338.0,1656.0,Volkswagen,1.0,Volkswagen Gol,5.0,,285.0,55.0,https://www.mobiauto.com.br/comprar/carros/se-aracaju/volkswagen/gol/2009/trend-1-0-g5-flex/detalhes/11418130?page=detail&sort=0,
,2020/2020,Manual,50000.0,Hatch,Flex,,,Branco,Elétrica,,33.552,,Renault,,Renault Kwid,,,,,https://www.mobiauto.com.br/comprar/carros/se-aracaju/renault/kwid/2020/outsider-1-0/detalhes/11430439?page=detail&sort=0,
1690.0,2013/2013,Manual,45900.0,SUV,Flex,4315.0,,Verde,Suspensão,2673.0,144.402,1822.0,Renault,1.6,Renault Duster,5.0,1258.0,475.0,50.0,https://www.mobiauto.com.br/comprar/carros/se-aracaju/renault/duster/2013/1-6-16v-dynamique-flex/detalhes/11445548?page=detail&sort=0,165.0
1487.0,2012/2012,Manual,32000.0,Sedan,Flex,4227.0,,Prata,Suspensão,2488.0,85.0,1765.0,Ford,1.6,Ford Fiesta Sedan,5.0,1098.0,478.0,54.0,https://www.mobiauto.com.br/comprar/carros/se-aracaju/ford/fiesta-sedan/2012/1-6-flex/detalhes/11470843?page=detail&sort=0,165.0
1535.0,2015/2015,Manual,54900.0,Monovolume,Flex,3998.0,11.6,Vermelho,Suspensão,2530.0,117.0,1694.0,Honda,1.5,Honda Fit,5.0,1060.0,363.0,46.0,https://www.mobiauto.com.br/comprar/carros/se-aracaju/honda/fit/2015/1-5-16v-lx-flex/detalhes/11472734?page=detail&sort=0,
1680.0,2016/2016,CVT,85000.0,SUV,Gasolina,4695.0,,Branco,Suspensão,2670.0,141.0,1810.0,Mitsubishi,2.0,Mitsubishi Outlander,5.0,1425.0,829.0,63.0,https://www.mobiauto.com.br/comprar/carros/se-aracaju/mitsubishi/outlander/2016/2-0-16v-cvt/detalhes/11487997?page=detail&sort=0,
1476.0,2018/2018,Automática,67000.0,Hatch,Flex,3933.0,11.7,Vermelho,Suspensão,2528.0,92.0,1705.0,Chevrolet,1.4,Chevrolet Onix,5.0,1074.0,280.0,54.0,https://www.mobiauto.com.br/comprar/carros/se-aracaju/chevrolet/onix/2018/1-4-ltz-spe-4-aut/detalhes/11174097?page=detail&sort=0,
1470.0,2013/2013,Manual,36900.0,Sedan,Flex,4620.0,,Prata,Suspensão,2700.0,142.0,1810.0,Renault,2.0,Renault Fluence,5.0,1369.0,530.0,60.0,https://www.mobiauto.com.br/comprar/carros/se-aracaju/renault/fluence/2013/2-0-16v-dynamique-flex/detalhes/11510393?page=detail&sort=0,200.0
1638.0,2019/2019,Automática,106500.0,SUV,Flex,4416.0,8.8,Prata,Suspensão,2636.0,79.6,1819.0,Jeep,2.0,Jeep Compass,5.0,1546.0,410.0,60.0,https://www.mobiauto.com.br/comprar/carros/se-aracaju/jeep/compass/2019/2-0-longitude-4x2-aut-flex/detalhes/11510449?page=detail&sort=0,188.0
1680.0,2017/2017,Automática,83000.0,Picapes,Flex,4915.0,7.4,Marrom,Suspensão,2990.0,144.0,1844.0,Fiat,1.7,Fiat Toro,5.0,1619.0,,60.0,https://www.mobiauto.com.br/comprar/carros/se-aracaju/fiat/toro/2017/freedom-1-8-at6-4x2-flex/detalhes/11510735?page=detail&sort=0,172.0
1730.0,2009/2010,Automática,36900.0,SUV,Gasolina,4325.0,,Prata,Suspensão,2630.0,226.0,1830.0,Hyundai,2.0,Hyundai Tucson,5.0,1535.0,644.0,58.0,https://www.mobiauto.com.br/comprar/carros/se-aracaju/hyundai/tucson/2010/gl-2-0-16v/detalhes/8853958?page=detail&sort=0,
1529.0,2020/2020,Manual,46900.0,Sedan,Flex,4349.0,13.8,Prata,Suspensão,2635.0,130.49,1733.0,Renault,1.0,Renault Logan,5.0,1019.0,510.0,50.0,https://www.mobiauto.com.br/comprar/carros/se-aracaju/renault/logan/2020/expression-1-0-12v-sce-flex/detalhes/11583834?page=detail&sort=0,162.0
1536.0,2018/2018,Manual,43500.0,Hatch,Flex,4060.0,14.2,Cinza,Suspensão,2590.0,143.076,1733.0,Renault,1.0,Renault Sandero,5.0,1011.0,320.0,50.0,https://www.mobiauto.com.br/comprar/carros/se-aracaju/renault/sandero/2018/expression-1-0-12v-sce-flex/detalhes/11622004?page=detail&sort=0,160.0
1676.0,2021/2021,Automática,330990.0,SUV,Híbrido,4708.0,,Branco,Elétrica,2864.0,19.749,1891.0,BMW,2.0,BMW X3,5.0,1990.0,450.0,50.0,https://www.mobiauto.com.br/comprar/carros/se-aracaju/bmw/x3/2021/xdrive30e-2-0-turbo-hibrido-aut/detalhes/10692517?page=detail&sort=0,
1650.0,2019/2019,Automática,178000.0,SUV,Diesel,4416.0,,Marrom,Suspensão,2636.0,5.0,1819.0,Jeep,2.0,Jeep Compass,5.0,1700.0,410.0,60.0,https://www.mobiauto.com.br/comprar/carros/se-aracaju/jeep/compass/2019/2-0-tdi-limited-4wd-aut/detalhes/4259427?page=detail&sort=0,
1474.0,2011/2011,Manual,33000.0,Hatch,Flex,3996.0,,Bege,Suspensão,2543.0,105.0,1683.0,Chevrolet,1.4,Chevrolet Agile,5.0,1032.0,327.0,54.0,https://www.mobiauto.com.br/comprar/carros/se-aracaju/chevrolet/agile/2011/ltz-1-4-8v-flex/detalhes/9418185?page=detail&sort=0,165.0
1478.0,2017/2018,Automática,63000.0,Sedan,Flex,4282.0,11.9,Prata,Suspensão,2528.0,79.425,1705.0,Chevrolet,1.4,Chevrolet Prisma,5.0,1085.0,500.0,54.0,https://www.mobiauto.com.br/comprar/carros/se-aracaju/chevrolet/prisma/2018/1-4-ltz-spe-4-aut/detalhes/11160112?page=detail&sort=0,
1586.0,2017/2017,Automática,83800.0,SUV,Flex,4294.0,10.5,Vinho,Suspensão,2610.0,133.89,1772.0,Honda,1.8,Honda HR-V,5.0,1271.0,437.0,51.0,https://www.mobiauto.com.br/comprar/carros/se-aracaju/honda/hr-v/2017/lx-cvt-1-8-i-vtec-flexone/detalhes/11175142?page=detail&sort=0,
1525.0,2019/2019,Manual,50900.0,Sedan,Flex,4275.0,12.9,Branco,Suspensão,2490.0,91.0,1774.0,Ford,1.5,Ford Ka Sedan,5.0,1072.0,445.0,51.0,https://www.mobiauto.com.br/comprar/carros/se-aracaju/ford/ka-sedan/2019/se-1-5-12v-flex/detalhes/11243705?page=detail&sort=0,
1484.0,2016/2016,Manual,50900.0,Sedan,Flex,4275.0,,Branco,Suspensão,2528.0,88.0,1705.0,Chevrolet,1.4,Chevrolet Prisma,5.0,1029.0,500.0,54.0,https://www.mobiauto.com.br/comprar/carros/se-aracaju/chevrolet/prisma/2016/1-4-lt-spe-4/detalhes/11307462?page=detail&sort=0,11.0
1525.0,2018/2018,Manual,44500.0,Hatch,Flex,3886.0,13.5,Branco,Suspensão,2491.0,94.0,1695.0,Ford,1.0,Ford Ka,5.0,1007.0,257.0,52.0,https://www.mobiauto.com.br/comprar/carros/se-aracaju/ford/ka/2018/1-0-se-flex/detalhes/11302114?page=detail&sort=0,
1590.0,2020/2021,Automática,94800.0,SUV,Flex,4295.0,11.4,Branco,Elétrica,2620.0,11.111,1760.0,Nissan,1.6,Nissan Kicks,5.0,1133.0,432.0,41.0,https://www.mobiauto.com.br/comprar/carros/se-aracaju/nissan/kicks/2021/1-6-sv-cvt-flex/detalhes/11358038?page=detail&sort=0,
